0xbc 0xffffffff -1
0xbd 0xbf6a879c -1
0xbe 0xffffffff 1
0xc1 0xbf6a3974 -1
0xc2 0xffffffff 0
0xc3 0xbf6a3974 -1
0xc4 0xffffffff -1
0xc5 0xbf6a3970 -1
0xc6 0xffffffff -1
0xc7 0xbf6a3978 -1
0xc8 0xffffffff -1
0xc9 0xbf6a3970 -1
0xca 0xffffffff -1
0xcb 0xbf6a879c -1
0xcc 0xbf6a39bc -1
0xd0 0xffffffff 1
0xd5 0xbf6a3974 -1
0xd6 0xffffffff -1
0xd7 0xbf6a3970 -1
0xd8 0xffffffff -1
0xd9 0xbf6a39c0 -1
0xda 0xffffffff 1
0xdd 0xbf6a3974 -1
0xde 0xffffffff 0
0xdf 0xbf6a3978 -1
0xe0 0xffffffff -1
0xe1 0xbf6a3970 -1
0xe2 0xffffffff -1
0xe3 0xbf6a3974 -1
0xe4 0xffffffff -1
0xe5 0xbf6a3970 -1
0xe6 0xffffffff -1
0xe7 0xbf6a39c0 -1
0xe8 0xbf6a879c -1
0xec 0xbf6a3974 -1
0xed 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a8798 -1
0xbe 0xffffffff 1
0xc1 0xbf6a3974 -1
0xc2 0xffffffff 0
0xc3 0xbf6a3974 -1
0xc4 0xffffffff -1
0xc5 0xbf6a3970 -1
0xc6 0xffffffff -1
0xc7 0xbf6a3978 -1
0xc8 0xffffffff -1
0xc9 0xbf6a3970 -1
0xca 0xffffffff -1
0xcb 0xbf6a8798 -1
0xcc 0xbf6a39c0 -1
0xd0 0xffffffff 1
0xd5 0xbf6a3974 -1
0xd6 0xffffffff -1
0xd7 0xbf6a3970 -1
0xd8 0xffffffff -1
0xd9 0xbf6a39c4 -1
0xda 0xffffffff 1
0xdd 0xbf6a3974 -1
0xde 0xffffffff 0
0xdf 0xbf6a3978 -1
0xe0 0xffffffff -1
0xe1 0xbf6a3970 -1
0xe2 0xffffffff -1
0xe3 0xbf6a3974 -1
0xe4 0xffffffff -1
0xe5 0xbf6a3970 -1
0xe6 0xffffffff -1
0xe7 0xbf6a39c4 -1
0xe8 0xbf6a8798 -1
0xec 0xbf6a3974 -1
0xed 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a8794 -1
0xbe 0xffffffff 1
0xc1 0xbf6a3974 -1
0xc2 0xffffffff 0
0xc3 0xbf6a3974 -1
0xc4 0xffffffff -1
0xc5 0xbf6a3970 -1
0xc6 0xffffffff -1
0xc7 0xbf6a3978 -1
0xc8 0xffffffff -1
0xc9 0xbf6a3970 -1
0xca 0xffffffff -1
0xcb 0xbf6a8794 -1
0xcc 0xbf6a39c4 -1
0xd0 0xffffffff 1
0xd5 0xbf6a3974 -1
0xd6 0xffffffff -1
0xd7 0xbf6a3970 -1
0xd8 0xffffffff -1
0xd9 0xbf6a39c8 -1
0xda 0xffffffff 1
0xdd 0xbf6a3974 -1
0xde 0xffffffff 0
0xdf 0xbf6a3978 -1
0xe0 0xffffffff -1
0xe1 0xbf6a3970 -1
0xe2 0xffffffff -1
0xe3 0xbf6a3974 -1
0xe4 0xffffffff -1
0xe5 0xbf6a3970 -1
0xe6 0xffffffff -1
0xe7 0xbf6a39c8 -1
0xe8 0xbf6a8794 -1
0xec 0xbf6a3974 -1
0xed 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a8790 -1
0xbe 0xffffffff 1
0xc1 0xbf6a3974 -1
0xc2 0xffffffff 0
0xc3 0xbf6a3974 -1
0xc4 0xffffffff -1
0xc5 0xbf6a3970 -1
0xc6 0xffffffff -1
0xc7 0xbf6a3978 -1
0xc8 0xffffffff -1
0xc9 0xbf6a3970 -1
0xca 0xffffffff -1
0xcb 0xbf6a8790 -1
0xcc 0xbf6a39c8 -1
0xd0 0xffffffff 1
0xd5 0xbf6a3974 -1
0xd6 0xffffffff -1
0xd7 0xbf6a3970 -1
0xd8 0xffffffff -1
0xd9 0xbf6a39cc -1
0xda 0xffffffff 1
0xdd 0xbf6a3974 -1
0xde 0xffffffff 0
0xdf 0xbf6a3978 -1
0xe0 0xffffffff -1
0xe1 0xbf6a3970 -1
0xe2 0xffffffff -1
0xe3 0xbf6a3974 -1
0xe4 0xffffffff -1
0xe5 0xbf6a3970 -1
0xe6 0xffffffff -1
0xe7 0xbf6a39cc -1
0xe8 0xbf6a8790 -1
0xec 0xbf6a3974 -1
0xed 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a878c -1
0xbe 0xffffffff 0
0xbf 0xbf6a3974 -1
0xc0 0xffffffff 1
0xb8 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a8788 -1
0xbe 0xffffffff 0
0xbf 0xbf6a3974 -1
0xc0 0xffffffff 1
0xb8 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a8784 -1
0xbe 0xffffffff 0
0xbf 0xbf6a3974 -1
0xc0 0xffffffff 1
0xb8 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a8780 -1
0xbe 0xffffffff 0
0xbf 0xbf6a3974 -1
0xc0 0xffffffff 1
0xb8 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a877c -1
0xbe 0xffffffff 0
0xbf 0xbf6a3974 -1
0xc0 0xffffffff 1
0xb8 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a8778 -1
0xbe 0xffffffff 0
0xbf 0xbf6a3974 -1
0xc0 0xffffffff 1
0xb8 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a8774 -1
0xbe 0xffffffff 0
0xbf 0xbf6a3974 -1
0xc0 0xffffffff 1
0xb8 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a8770 -1
0xbe 0xffffffff 0
0xbf 0xbf6a3974 -1
0xc0 0xffffffff 1
0xb8 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a876c -1
0xbe 0xffffffff 1
0xc1 0xbf6a3974 -1
0xc2 0xffffffff 0
0xc3 0xbf6a3974 -1
0xc4 0xffffffff -1
0xc5 0xbf6a3970 -1
0xc6 0xffffffff -1
0xc7 0xbf6a3978 -1
0xc8 0xffffffff -1
0xc9 0xbf6a3970 -1
0xca 0xffffffff -1
0xcb 0xbf6a876c -1
0xcc 0xbf6a39cc -1
0xd0 0xffffffff 1
0xd5 0xbf6a3974 -1
0xd6 0xffffffff -1
0xd7 0xbf6a3970 -1
0xd8 0xffffffff -1
0xd9 0xbf6a39d0 -1
0xda 0xffffffff 1
0xdd 0xbf6a3974 -1
0xde 0xffffffff 0
0xdf 0xbf6a3978 -1
0xe0 0xffffffff -1
0xe1 0xbf6a3970 -1
0xe2 0xffffffff -1
0xe3 0xbf6a3974 -1
0xe4 0xffffffff -1
0xe5 0xbf6a3970 -1
0xe6 0xffffffff -1
0xe7 0xbf6a39d0 -1
0xe8 0xbf6a876c -1
0xec 0xbf6a3974 -1
0xed 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a8768 -1
0xbe 0xffffffff 0
0xbf 0xbf6a3974 -1
0xc0 0xffffffff 1
0xb8 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a8764 -1
0xbe 0xffffffff 0
0xbf 0xbf6a3974 -1
0xc0 0xffffffff 1
0xb8 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a8760 -1
0xbe 0xffffffff 0
0xbf 0xbf6a3974 -1
0xc0 0xffffffff 1
0xb8 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a875c -1
0xbe 0xffffffff 0
0xbf 0xbf6a3974 -1
0xc0 0xffffffff 1
0xb8 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a8758 -1
0xbe 0xffffffff 0
0xbf 0xbf6a3974 -1
0xc0 0xffffffff 1
0xb8 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a8754 -1
0xbe 0xffffffff 1
0xc1 0xbf6a3974 -1
0xc2 0xffffffff 0
0xc3 0xbf6a3974 -1
0xc4 0xffffffff -1
0xc5 0xbf6a3970 -1
0xc6 0xffffffff -1
0xc7 0xbf6a3978 -1
0xc8 0xffffffff -1
0xc9 0xbf6a3970 -1
0xca 0xffffffff -1
0xcb 0xbf6a8754 -1
0xcc 0xbf6a39d0 -1
0xd0 0xffffffff 1
0xd5 0xbf6a3974 -1
0xd6 0xffffffff -1
0xd7 0xbf6a3970 -1
0xd8 0xffffffff -1
0xd9 0xbf6a39d4 -1
0xda 0xffffffff 1
0xdd 0xbf6a3974 -1
0xde 0xffffffff 0
0xdf 0xbf6a3978 -1
0xe0 0xffffffff -1
0xe1 0xbf6a3970 -1
0xe2 0xffffffff -1
0xe3 0xbf6a3974 -1
0xe4 0xffffffff -1
0xe5 0xbf6a3970 -1
0xe6 0xffffffff -1
0xe7 0xbf6a39d4 -1
0xe8 0xbf6a8754 -1
0xec 0xbf6a3974 -1
0xed 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a8750 -1
0xbe 0xffffffff 0
0xbf 0xbf6a3974 -1
0xc0 0xffffffff 1
0xb8 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a874c -1
0xbe 0xffffffff 0
0xbf 0xbf6a3974 -1
0xc0 0xffffffff 1
0xb8 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a8748 -1
0xbe 0xffffffff 0
0xbf 0xbf6a3974 -1
0xc0 0xffffffff 1
0xb8 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a8744 -1
0xbe 0xffffffff 1
0xc1 0xbf6a3974 -1
0xc2 0xffffffff 0
0xc3 0xbf6a3974 -1
0xc4 0xffffffff -1
0xc5 0xbf6a3970 -1
0xc6 0xffffffff -1
0xc7 0xbf6a3978 -1
0xc8 0xffffffff -1
0xc9 0xbf6a3970 -1
0xca 0xffffffff -1
0xcb 0xbf6a8744 -1
0xcc 0xbf6a39d4 -1
0xd0 0xffffffff 1
0xd5 0xbf6a3974 -1
0xd6 0xffffffff -1
0xd7 0xbf6a3970 -1
0xd8 0xffffffff -1
0xd9 0xbf6a39d8 -1
0xda 0xffffffff 1
0xdd 0xbf6a3974 -1
0xde 0xffffffff 0
0xdf 0xbf6a3978 -1
0xe0 0xffffffff -1
0xe1 0xbf6a3970 -1
0xe2 0xffffffff -1
0xe3 0xbf6a3974 -1
0xe4 0xffffffff -1
0xe5 0xbf6a3970 -1
0xe6 0xffffffff -1
0xe7 0xbf6a39d8 -1
0xe8 0xbf6a8744 -1
0xec 0xbf6a3974 -1
0xed 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a8740 -1
0xbe 0xffffffff 0
0xbf 0xbf6a3974 -1
0xc0 0xffffffff 1
0xb8 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a873c -1
0xbe 0xffffffff 1
0xc1 0xbf6a3974 -1
0xc2 0xffffffff 0
0xc3 0xbf6a3974 -1
0xc4 0xffffffff -1
0xc5 0xbf6a3970 -1
0xc6 0xffffffff -1
0xc7 0xbf6a3978 -1
0xc8 0xffffffff -1
0xc9 0xbf6a3970 -1
0xca 0xffffffff -1
0xcb 0xbf6a873c -1
0xcc 0xbf6a39d8 -1
0xd0 0xffffffff 1
0xd5 0xbf6a3974 -1
0xd6 0xffffffff -1
0xd7 0xbf6a3970 -1
0xd8 0xffffffff -1
0xd9 0xbf6a39dc -1
0xda 0xffffffff 1
0xdd 0xbf6a3974 -1
0xde 0xffffffff 0
0xdf 0xbf6a3978 -1
0xe0 0xffffffff -1
0xe1 0xbf6a3970 -1
0xe2 0xffffffff -1
0xe3 0xbf6a3974 -1
0xe4 0xffffffff -1
0xe5 0xbf6a3970 -1
0xe6 0xffffffff -1
0xe7 0xbf6a39dc -1
0xe8 0xbf6a873c -1
0xec 0xbf6a3974 -1
0xed 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a8738 -1
0xbe 0xffffffff 0
0xbf 0xbf6a3974 -1
0xc0 0xffffffff 1
0xb8 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a8734 -1
0xbe 0xffffffff 0
0xbf 0xbf6a3974 -1
0xc0 0xffffffff 1
0xb8 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a8730 -1
0xbe 0xffffffff 0
0xbf 0xbf6a3974 -1
0xc0 0xffffffff 1
0xb8 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a872c -1
0xbe 0xffffffff 0
0xbf 0xbf6a3974 -1
0xc0 0xffffffff 1
0xb8 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a8728 -1
0xbe 0xffffffff 0
0xbf 0xbf6a3974 -1
0xc0 0xffffffff 1
0xb8 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a8724 -1
0xbe 0xffffffff 1
0xc1 0xbf6a3974 -1
0xc2 0xffffffff 0
0xc3 0xbf6a3974 -1
0xc4 0xffffffff -1
0xc5 0xbf6a3970 -1
0xc6 0xffffffff -1
0xc7 0xbf6a3978 -1
0xc8 0xffffffff -1
0xc9 0xbf6a3970 -1
0xca 0xffffffff -1
0xcb 0xbf6a8724 -1
0xcc 0xbf6a39dc -1
0xd0 0xffffffff 1
0xd5 0xbf6a3974 -1
0xd6 0xffffffff -1
0xd7 0xbf6a3970 -1
0xd8 0xffffffff -1
0xd9 0xbf6a39e0 -1
0xda 0xffffffff 0
0xdb 0xbf6a3974 -1
0xdc 0xffffffff 1
0xd4 0xffffffff 1
0xd5 0xbf6a3974 -1
0xd6 0xffffffff -1
0xd7 0xbf6a3970 -1
0xd8 0xffffffff -1
0xd9 0xbf6a39e4 -1
0xda 0xffffffff 1
0xdd 0xbf6a3974 -1
0xde 0xffffffff 0
0xdf 0xbf6a3978 -1
0xe0 0xffffffff -1
0xe1 0xbf6a3970 -1
0xe2 0xffffffff -1
0xe3 0xbf6a3974 -1
0xe4 0xffffffff -1
0xe5 0xbf6a3970 -1
0xe6 0xffffffff -1
0xe7 0xbf6a39e4 -1
0xe8 0xbf6a8724 -1
0xec 0xbf6a3974 -1
0xed 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a8720 -1
0xbe 0xffffffff 0
0xbf 0xbf6a3974 -1
0xc0 0xffffffff 1
0xb8 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a871c -1
0xbe 0xffffffff 0
0xbf 0xbf6a3974 -1
0xc0 0xffffffff 1
0xb8 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a8718 -1
0xbe 0xffffffff 0
0xbf 0xbf6a3974 -1
0xc0 0xffffffff 1
0xb8 0xffffffff 1
0xb9 0xbf6a3978 -1
0xba 0xffffffff -1
0xbb 0xbf6a3970 -1
0xbc 0xffffffff -1
0xbd 0xbf6a8714 -1
0xbe 0xffffffff 0
0xbf 0xbf6a3974 -1
